davisji01,9/15/1924,Red Bluff CA,USA,11/30/1995,San Mateo CA,USA,Jim,Davis,180,72,B,L,4/18/1954,7/7/1957
grimbo01,3/8/1930,New York NY,USA,10/23/1996,Shawnee KS,USA,Bob,Grim,185,73,R,R,4/18/1954,5/24/1962
hallbi02,7/30/1928,Moultrie GA,USA,1/1/1986,Moultrie GA,USA,Bill,Hall,165,71,L,R,4/18/1954,9/26/1958
hoakdo01,2/5/1928,Roulette PA,USA,10/9/1969,Pittsburgh PA,USA,Don,Hoak,175,72,R,R,4/18/1954,5/12/1964
odonnge01,5/27/1929,Winchester IL,USA,,,,George,O'Donnell,175,75,R,R,4/18/1954,7/25/1954
portoar01,7/5/1931,New York NY,USA,6/21/1986,Kansas City KS,USA,Arnie,Portocarrero,196,75,R,R,4/18/1954,6/15/1960
whitech02,8/12/1928,Kinston NC,USA,5/26/1998,Seatac WA,USA,Charlie,White,192,71,L,R,4/18/1954,5/29/1955
ditmaar01,4/3/1929,Winthrop MA,USA,,,,Art,Ditmar,196,74,R,R,4/19/1954,5/19/1962
luname01,6/25/1930,Tacubaya 9,Mexico,,,,Memo,Luna,168,72,L,L,4/20/1954,4/20/1954
micelmi01,10/20/1928,Corona NY,USA,,,,Mickey,Micelotta,185,71,R,R,4/20/1954,8/2/1955
greenbo01,3/13/1928,Cananea 26,Mexico,9/1/1994,Hayward CA,USA,Bob,Greenwood,200,77,R,R,4/21/1954,4/21/1955
kitsoch01,2/11/1928,New York NY,USA,6/7/2004,Mobile AL,USA,Chris,Kitsos,165,69,B,R,4/21/1954,4/21/1954
pensopa01,7/12/1931,Kansas City KS,USA,5/3/2006,Merriam KS,USA,Paul,Penson,185,73,R,R,4/21/1954,5/30/1954
wheatle01,9/15/1929,Edwardsville IL,USA,,,,Lee,Wheat,200,76,R,R,4/21/1954,4/23/1955
gardnbi02,7/19/1927,Waterford CT,USA,,,,Billy,Gardner,180,72,R,R,4/22/1954,9/11/1963
savramo01,1/13/1929,Cleveland OH,USA,,,,Moe,Savransky,175,71,L,L,4/23/1954,9/5/1954
garcich01,12/24/1924,Veracruz 30,Mexico,,,,Chico,Garcia,170,68,R,R,4/24/1954,9/20/1954
heardja01,1/17/1920,Athens GA,USA,11/18/1999,Birmingham AL,USA,Jay,Heard,155,67,L,L,4/24/1954,5/28/1954
pyechjo01,11/25/1931,Aliquippa PA,USA,,,,John,Pyecha,200,77,R,R,4/24/1954,4/24/1954
tappeel01,5/21/1927,Quincy IL,USA,10/10/1998,Quincy IL,USA,El,Tappe,180,71,R,R,4/24/1954,7/17/1962
thiesja01,4/1/1926,St. Louis MO,USA,,,,Jake,Thies,170,71,R,R,4/24/1954,4/17/1955
finigji01,8/19/1928,Quincy IL,USA,5/16/1981,Quincy IL,USA,Jim,Finigan,175,71,R,R,4/25/1954,7/5/1959
thompti01,3/1/1924,Coalport PA,USA,,,,Tim,Thompson,190,71,L,R,4/28/1954,4/27/1958
lejafr01,2/7/1936,Holyoke MA,USA,5/3/1991,Boston MA,USA,Frank,Leja,205,76,L,L,5/1/1954,4/29/1962
zickbo01,4/26/1927,Chicago IL,USA,,,,Bob,Zick,168,72,L,R,5/2/1954,9/6/1954
amalfjo01,1/23/1934,San Pedro CA,USA,,,,Joey,Amalfitano,180,71,R,R,5/3/1954,6/27/1967
